iTest	taille	min	max	nom_tri	type_tab	temps	mem
36	46881	-10000	10000	fusion	aleatoire	0.04	3040
37	47479	-10000	10000	fusion	croissant	0.04	3040
38	41263	-10000	10000	radix	decroissant	0.02	2568
34	74900	-10000	10000	fusion	decroissant	0.06	3320
41	5694	-10000	10000	rapide	croissant	0.00	2056
39	40667	-10000	10000	radix	unique	0.01	2460
39	40667	-10000	10000	radix	aleatoire	0.02	2524
40	41320	-10000	10000	radix	unique	0.01	2576
41	5694	-10000	10000	radix	aleatoire	0.00	2220
41	5694	-10000	10000	insertion	unique	0.00	2296
41	5694	-10000	10000	radix	decroissant	0.00	2416
41	5694	-10000	10000	fusion	decroissant	0.00	2288
37	47479	-10000	10000	radix	croissant	0.02	2864
37	47479	-10000	10000	fusion	decroissant	0.03	2924
41	5694	-10000	10000	radix	croissant	0.00	2220
38	41263	-10000	10000	fusion	decroissant	0.03	2720
38	41263	-10000	10000	fusion	croissant	0.03	2724
41	5694	-10000	10000	rapide	decroissant	0.00	1988
41	5694	-10000	10000	rapide	aleatoire	0.00	2108
39	40667	-10000	10000	radix	decroissant	0.02	2624
40	41320	-10000	10000	rapide	aleatoire	0.01	2352
41	5694	-10000	10000	fusion	unique	0.00	2272
41	5694	-10000	10000	radix	unique	0.00	2156
40	41320	-10000	10000	insertion	unique	0.02	2576
40	41320	-10000	10000	rapide	decroissant	0.01	2284
39	40667	-10000	10000	rapide	croissant	0.00	2272
36	46881	-10000	10000	fusion	croissant	0.04	2976
41	5694	-10000	10000	fusion	croissant	0.00	2256
40	41320	-10000	10000	radix	aleatoire	0.02	2604
25	8437	-10000	10000	insertion	decroissant	0.25	2380
41	5694	-10000	10000	insertion	croissant	0.00	2228
39	40667	-10000	10000	radix	croissant	0.02	2516
37	47479	-10000	10000	fusion	unique	0.04	2988
39	40667	-10000	10000	fusion	decroissant	0.03	2660
38	41263	-10000	10000	fusion	unique	0.03	2724
40	41320	-10000	10000	insertion	croissant	0.02	2592
41	5694	-10000	10000	fusion	aleatoire	0.00	2228
37	47479	-10000	10000	fusion	aleatoire	0.05	2924
40	41320	-10000	10000	radix	croissant	0.02	2588
34	74900	-10000	10000	fusion	aleatoire	0.07	3284
39	40667	-10000	10000	fusion	croissant	0.03	2668
39	40667	-10000	10000	fusion	unique	0.02	2692
40	41320	-10000	10000	radix	decroissant	0.02	2568
39	40667	-10000	10000	fusion	aleatoire	0.04	2724
43	33471	-10000	10000	rapide	decroissant	0.00	2312
42	84404	-10000	10000	rapide	decroissant	0.01	3172
38	41263	-10000	10000	fusion	aleatoire	0.04	2796
43	33471	-10000	10000	insertion	unique	0.01	2444
40	41320	-10000	10000	fusion	croissant	0.03	2728
43	33471	-10000	10000	rapide	aleatoire	0.01	2396
40	41320	-10000	10000	fusion	decroissant	0.03	2720
43	33471	-10000	10000	rapide	croissant	0.00	2404
26	7747	-10000	10000	insertion	decroissant	0.22	2412
43	33471	-10000	10000	radix	unique	0.01	2576
43	33471	-10000	10000	fusion	croissant	0.02	2660
42	84404	-10000	10000	rapide	croissant	0.01	3060
42	84404	-10000	10000	radix	unique	0.02	3236
40	41320	-10000	10000	fusion	aleatoire	0.04	2724
43	33471	-10000	10000	fusion	unique	0.02	2728
43	33471	-10000	10000	radix	aleatoire	0.02	2596
40	41320	-10000	10000	fusion	unique	0.03	2720
43	33471	-10000	10000	radix	croissant	0.02	2496
43	33471	-10000	10000	insertion	croissant	0.01	2564
43	33471	-10000	10000	radix	decroissant	0.02	2576
42	84404	-10000	10000	rapide	aleatoire	0.03	3112
43	33471	-10000	10000	fusion	aleatoire	0.03	2728
44	91249	-10000	10000	radix	unique	0.02	3388
43	33471	-10000	10000	fusion	decroissant	0.02	2660
42	84404	-10000	10000	insertion	unique	0.04	3392
46	7043	-10000	10000	radix	unique	0.00	2248
44	91249	-10000	10000	rapide	aleatoire	0.03	3092
42	84404	-10000	10000	radix	croissant	0.05	3416
46	7043	-10000	10000	insertion	unique	0.00	2352
46	7043	-10000	10000	rapide	aleatoire	0.00	2120
46	7043	-10000	10000	insertion	croissant	0.00	2360
44	91249	-10000	10000	rapide	croissant	0.02	3184
44	91249	-10000	10000	rapide	decroissant	0.02	3116
46	7043	-10000	10000	fusion	decroissant	0.00	2320
46	7043	-10000	10000	rapide	decroissant	0.00	2156
42	84404	-10000	10000	radix	aleatoire	0.05	3444
42	84404	-10000	10000	insertion	croissant	0.04	3236
45	90043	-10000	10000	rapide	croissant	0.02	3104
46	7043	-10000	10000	radix	croissant	0.00	2460
46	7043	-10000	10000	radix	decroissant	0.00	2460
46	7043	-10000	10000	rapide	croissant	0.00	2156
46	7043	-10000	10000	radix	aleatoire	0.00	2448
45	90043	-10000	10000	radix	unique	0.02	3392
46	7043	-10000	10000	fusion	croissant	0.00	2464
46	7043	-10000	10000	fusion	aleatoire	0.00	2408
46	7043	-10000	10000	fusion	unique	0.00	2420
44	91249	-10000	10000	insertion	unique	0.04	3236
45	90043	-10000	10000	rapide	decroissant	0.01	3060
45	90043	-10000	10000	rapide	aleatoire	0.03	3076
42	84404	-10000	10000	radix	decroissant	0.05	3416
44	91249	-10000	10000	insertion	croissant	0.04	3392
48	22601	-10000	10000	rapide	croissant	0.00	2136
42	84404	-10000	10000	fusion	unique	0.06	3788
48	22601	-10000	10000	rapide	aleatoire	0.00	2140
48	22601	-10000	10000	radix	unique	0.00	2260
42	84404	-10000	10000	fusion	decroissant	0.07	3780
44	91249	-10000	10000	radix	aleatoire	0.06	3420
47	69319	-10000	10000	rapide	decroissant	0.01	2932
48	22601	-10000	10000	rapide	decroissant	0.00	2060
47	69319	-10000	10000	rapide	aleatoire	0.02	2920
44	91249	-10000	10000	radix	croissant	0.05	3516
47	69319	-10000	10000	radix	unique	0.01	3124
41	5694	-10000	10000	insertion	aleatoire	0.06	2292
48	22601	-10000	10000	radix	aleatoire	0.01	2216
45	90043	-10000	10000	insertion	unique	0.04	3384
48	22601	-10000	10000	insertion	unique	0.01	2232
47	69319	-10000	10000	rapide	croissant	0.01	2840
45	90043	-10000	10000	insertion	croissant	0.04	3272
48	22601	-10000	10000	insertion	croissant	0.01	2180
49	27714	-10000	10000	radix	unique	0.00	2264
48	22601	-10000	10000	fusion	croissant	0.02	2308
48	22601	-10000	10000	radix	decroissant	0.01	2312
49	27714	-10000	10000	rapide	croissant	0.00	2088
48	22601	-10000	10000	fusion	decroissant	0.01	2452
49	27714	-10000	10000	rapide	aleatoire	0.01	2208
47	69319	-10000	10000	insertion	croissant	0.03	2964
19	7696	-10000	10000	rapide	unique	0.33	2244
48	22601	-10000	10000	fusion	unique	0.01	2460
49	27714	-10000	10000	insertion	croissant	0.01	2260
44	91249	-10000	10000	radix	decroissant	0.05	3440
49	27714	-10000	10000	insertion	unique	0.01	2284
47	69319	-10000	10000	insertion	unique	0.03	3128
48	22601	-10000	10000	radix	croissant	0.01	2332
49	27714	-10000	10000	rapide	decroissant	0.00	2152
42	84404	-10000	10000	fusion	croissant	0.07	3796
42	84404	-10000	10000	fusion	aleatoire	0.08	3764
47	69319	-10000	10000	radix	aleatoire	0.04	3172
49	27714	-10000	10000	radix	aleatoire	0.01	2356
48	22601	-10000	10000	fusion	aleatoire	0.02	2440
35	8743	-10000	10000	insertion	aleatoire	0.14	2388
50	14969	-10000	10000	rapide	aleatoire	0.00	2280
45	90043	-10000	10000	radix	aleatoire	0.06	3436
50	14969	-10000	10000	insertion	croissant	0.00	2476
50	14969	-10000	10000	rapide	croissant	0.00	2284
44	91249	-10000	10000	fusion	decroissant	0.08	3780
50	14969	-10000	10000	insertion	unique	0.00	2476
50	14969	-10000	10000	radix	unique	0.00	2372
50	14969	-10000	10000	rapide	decroissant	0.00	2160
45	90043	-10000	10000	radix	croissant	0.05	3432
49	27714	-10000	10000	radix	croissant	0.01	2376
49	27714	-10000	10000	fusion	unique	0.02	2512
50	14969	-10000	10000	radix	decroissant	0.01	2544
49	27714	-10000	10000	fusion	decroissant	0.02	2412
47	69319	-10000	10000	radix	decroissant	0.04	3188
49	27714	-10000	10000	radix	decroissant	0.01	2208
45	90043	-10000	10000	fusion	decroissant	0.07	3916
49	27714	-10000	10000	fusion	croissant	0.02	2564
44	91249	-10000	10000	fusion	croissant	0.07	3768
47	69319	-10000	10000	radix	croissant	0.04	3152
50	14969	-10000	10000	fusion	unique	0.01	2640
50	14969	-10000	10000	fusion	decroissant	0.00	2552
50	14969	-10000	10000	fusion	croissant	0.01	2508
45	90043	-10000	10000	fusion	croissant	0.08	3716
50	14969	-10000	10000	radix	aleatoire	0.01	2640
50	14969	-10000	10000	radix	croissant	0.01	2640
50	14969	-10000	10000	fusion	aleatoire	0.01	2444
47	69319	-10000	10000	fusion	unique	0.05	3516
31	7412	-10000	10000	insertion	decroissant	0.20	2420
45	90043	-10000	10000	radix	decroissant	0.05	3416
44	91249	-10000	10000	fusion	unique	0.07	3764
44	91249	-10000	10000	fusion	aleatoire	0.09	3760
49	27714	-10000	10000	fusion	aleatoire	0.02	2388
45	90043	-10000	10000	fusion	unique	0.07	3844
47	69319	-10000	10000	fusion	decroissant	0.06	3516
47	69319	-10000	10000	fusion	croissant	0.05	3532
26	7747	-10000	10000	rapide	unique	0.33	2076
45	90043	-10000	10000	fusion	aleatoire	0.08	3776
47	69319	-10000	10000	fusion	aleatoire	0.07	3652
18	10927	-10000	10000	insertion	decroissant	0.44	2308
41	5694	-10000	10000	insertion	decroissant	0.12	2292
46	7043	-10000	10000	insertion	aleatoire	0.09	2400
35	8743	-10000	10000	insertion	decroissant	0.28	2388
41	5694	-10000	10000	rapide	unique	0.18	3728
25	8437	-10000	10000	rapide	unique	0.38	2192
7	13709	-10000	10000	insertion	decroissant	0.68	2464
15	18197	-10000	10000	insertion	aleatoire	0.61	2256
31	7412	-10000	10000	rapide	unique	0.30	3604
46	7043	-10000	10000	insertion	decroissant	0.19	2368
46	7043	-10000	10000	rapide	unique	0.27	2140
18	10927	-10000	10000	rapide	unique	0.65	4056
35	8743	-10000	10000	rapide	unique	0.43	2096
50	14969	-10000	10000	insertion	aleatoire	0.42	2360
32	18324	-10000	10000	insertion	aleatoire	0.63	2336
6	26036	-10000	10000	insertion	aleatoire	1.23	2192
7	13709	-10000	10000	rapide	unique	1.03	4796
15	18197	-10000	10000	insertion	decroissant	1.22	2232
50	14969	-10000	10000	insertion	decroissant	0.84	2488
49	27714	-10000	10000	insertion	aleatoire	1.45	2584
48	22601	-10000	10000	insertion	aleatoire	0.94	2256
2	31761	-10000	10000	insertion	aleatoire	1.88	2576
1	31169	-10000	10000	insertion	aleatoire	1.82	2448
32	18324	-10000	10000	insertion	decroissant	1.24	2180
50	14969	-10000	10000	rapide	unique	1.29	2984
15	18197	-10000	10000	rapide	unique	1.86	4708
32	18324	-10000	10000	rapide	unique	1.90	4756
48	22601	-10000	10000	insertion	decroissant	1.93	2328
6	26036	-10000	10000	insertion	decroissant	2.50	2340
43	33471	-10000	10000	insertion	aleatoire	2.12	2576
12	36782	-10000	10000	insertion	aleatoire	2.54	2444
33	34192	-10000	10000	insertion	aleatoire	2.19	2484
11	40121	-10000	10000	insertion	aleatoire	3.06	2600
49	27714	-10000	10000	insertion	decroissant	2.88	2616
48	22601	-10000	10000	rapide	unique	2.92	4548
39	40667	-10000	10000	insertion	aleatoire	3.13	2592
1	31169	-10000	10000	insertion	decroissant	3.67	2516
40	41320	-10000	10000	insertion	aleatoire	3.22	2596
2	31761	-10000	10000	insertion	decroissant	3.76	2516
38	41263	-10000	10000	insertion	aleatoire	3.13	2588
29	44034	-10000	10000	insertion	aleatoire	3.62	2576
36	46881	-10000	10000	insertion	aleatoire	4.13	2784
22	45878	-10000	10000	insertion	aleatoire	3.91	2884
6	26036	-10000	10000	rapide	unique	3.83	4956
37	47479	-10000	10000	insertion	aleatoire	4.25	2732
43	33471	-10000	10000	insertion	decroissant	4.18	2588
33	34192	-10000	10000	insertion	decroissant	4.41	2600
12	36782	-10000	10000	insertion	decroissant	5.05	2600
49	27714	-10000	10000	rapide	unique	4.39	5108
21	52774	-10000	10000	insertion	aleatoire	5.23	2744
2	31761	-10000	10000	rapide	unique	5.73	4808
1	31169	-10000	10000	rapide	unique	5.51	4972
11	40121	-10000	10000	insertion	decroissant	5.92	2600
38	41263	-10000	10000	insertion	decroissant	6.41	2584
33	34192	-10000	10000	rapide	unique	6.64	5008
3	59149	-10000	10000	insertion	aleatoire	6.61	2864
40	41320	-10000	10000	insertion	decroissant	6.38	2588
39	40667	-10000	10000	insertion	decroissant	6.31	2576
43	33471	-10000	10000	rapide	unique	6.37	5824
23	63075	-10000	10000	insertion	aleatoire	7.44	3128
29	44034	-10000	10000	insertion	decroissant	7.33	2624
28	63555	-10000	10000	insertion	aleatoire	7.62	3116
12	36782	-10000	10000	rapide	unique	7.64	5692
22	45878	-10000	10000	insertion	decroissant	7.87	2884
36	46881	-10000	10000	insertion	decroissant	8.14	2744
37	47479	-10000	10000	insertion	decroissant	8.40	2760
11	40121	-10000	10000	rapide	unique	9.08	5640
47	69319	-10000	10000	insertion	aleatoire	8.98	3128
40	41320	-10000	10000	rapide	unique	9.69	5660
38	41263	-10000	10000	rapide	unique	9.67	6620
39	40667	-10000	10000	rapide	unique	9.42	6844
21	52774	-10000	10000	insertion	decroissant	10.54	2852
14	76282	-10000	10000	insertion	aleatoire	10.88	3104
34	74900	-10000	10000	insertion	aleatoire	10.53	3128
9	78486	-10000	10000	insertion	aleatoire	11.50	3048
22	45878	-10000	10000	rapide	unique	11.98	5688
29	44034	-10000	10000	rapide	unique	10.88	6720
13	81582	-10000	10000	insertion	aleatoire	12.45	3368
8	81292	-10000	10000	insertion	aleatoire	12.47	3380
42	84404	-10000	10000	insertion	aleatoire	13.38	3392
3	59149	-10000	10000	insertion	decroissant	13.07	2840
37	47479	-10000	10000	rapide	unique	12.89	6068
36	46881	-10000	10000	rapide	unique	12.51	6440
45	90043	-10000	10000	insertion	aleatoire	15.18	3368
27	91332	-10000	10000	insertion	aleatoire	15.68	3376
23	63075	-10000	10000	insertion	decroissant	15.01	3096
28	63555	-10000	10000	insertion	decroissant	15.08	3024
21	52774	-10000	10000	rapide	unique	15.81	7836
44	91249	-10000	10000	insertion	aleatoire	15.65	3352
30	92747	-10000	10000	insertion	aleatoire	16.12	3276
20	96161	-10000	10000	insertion	aleatoire	17.43	3544
4	95185	-10000	10000	insertion	aleatoire	16.67	3392
47	69319	-10000	10000	insertion	decroissant	17.97	2976
3	59149	-10000	10000	rapide	unique	19.88	6772
34	74900	-10000	10000	insertion	decroissant	20.48	3104
14	76282	-10000	10000	insertion	decroissant	21.58	3128
23	63075	-10000	10000	rapide	unique	22.67	8476
28	63555	-10000	10000	rapide	unique	23.10	8608
9	78486	-10000	10000	insertion	decroissant	22.83	3384
13	81582	-10000	10000	insertion	decroissant	24.46	3288
8	81292	-10000	10000	insertion	decroissant	24.54	3380
42	84404	-10000	10000	insertion	decroissant	25.14	3380
14	76282	-10000	10000	rapide	unique	25.78	9292
47	69319	-10000	10000	rapide	unique	26.53	8260
45	90043	-10000	10000	insertion	decroissant	26.91	3380
30	92747	-10000	10000	insertion	decroissant	26.80	3312
44	91249	-10000	10000	insertion	decroissant	26.91	3380
34	74900	-10000	10000	rapide	unique	27.51	8432
27	91332	-10000	10000	insertion	decroissant	27.44	3236
20	96161	-10000	10000	insertion	decroissant	29.14	3532
13	81582	-10000	10000	rapide	unique	29.88	9468
4	95185	-10000	10000	insertion	decroissant	30.27	3416
9	78486	-10000	10000	rapide	unique	30.87	9848
42	84404	-10000	10000	rapide	unique	31.19	10480
8	81292	-10000	10000	rapide	unique	31.86	8192
45	90043	-10000	10000	rapide	unique	32.51	10028
27	91332	-10000	10000	rapide	unique	33.38	9472
30	92747	-10000	10000	rapide	unique	36.01	10788
44	91249	-10000	10000	rapide	unique	35.83	9664
4	95185	-10000	10000	rapide	unique	36.90	9736
20	96161	-10000	10000	rapide	unique	38.13	10228
